日期,内容,来源
2017/3/24,中兴通讯与BIS达成的协议已生效,新浪
2017/3/24,牛市早报｜央行结束连续3天净投放，国企结构调整投资加大,澎湃新闻网
2017/3/24,早间公告：北化股份重组获国资委批复，中兴通讯与BIS和解协议生效,Wind
2017/3/24,股海导航 3月24日沪深股市公告提示,新浪
2017/3/24,上市公司正负面新闻：上海科技27日起实施退市风险警示；*ST昆机将年报披露日期延期至4月25日,Wind
2017/3/24,中兴通讯去年营收1012亿Pre5G产品系列逐步商用,证券时报
2017/3/24,亿纬锂能“放手” 麦克韦尔重归原主只为IPO,上证报
2017/3/24,【海通通信】中兴通讯年报点评：业绩符合市场预期，开源节流、迎接5G机遇,朱劲松－TMT观察
2017/3/25,集成电路望成智能应用核心 四股分享饕餮大餐,中国证券网
2017/3/25,“一带一路”风口开启 大单资金持续涌入,投资快报
2017/3/27,"中兴通讯公司点评:美国处罚致业绩承压,轻装再上M-ICT征途",新浪
2017/3/27,股价下挫13% 为何美图不美了？,腾讯网
2017/3/27,【海通朱劲松团队】中兴通讯（000063.SZ）深度研究：市场寡头垄断格局鼎定、5G机遇渐来,朱劲松－TMT观察
2017/3/27,3月27日早盘两市机构大单抛盘40股(名单),资本证券
2017/3/27,外媒：苹果在华打赢专利诉讼 佰利公司濒临倒闭,参考消息
2017/3/27,"中兴通讯:轻装之躯聚焦业务深耕,全面布局享受5G红利",腾讯网
2017/3/27,"中兴通讯:美国处罚和解靴子落地,运营商市场份额提升,ICT技术布局深入",新浪
2017/3/27,中兴通讯(00763.HK) 2016年全年业绩,微信
2017/3/27,港股早报：恒指继续在10日均线上方徘徊 小心风险,智通财经
2017/3/27,本周操盘攻略：这些大事或将影响市场走势,Wind
2017/3/27,融资流入减缓 调仓换股加快,投资快报
2017/3/27,同洲电子营收连续四年下滑 机顶盒市场遭蚕食,每日经济新闻
2017/3/27,同洲电子老员工：转型路有点鸡飞蛋打,每日经济新闻
2017/3/27,同洲电子2016年巨亏4.9亿 营收仅为高峰期26%,每日经济新闻
2017/3/28,中兴通讯在美被开82亿罚单 和解认罚七年白干,新浪
2017/3/28,财融汇·周报：工业企业利润大幅回升，两融余额连升7周,财通证券融资融券部
2017/3/28,3月28日早盘两市机构大单抛盘40股(名单),资本证券
2017/3/28,中兴通讯：3月27日融资余额为34.13亿元，较前一日减少2.08%,Wind
2017/3/28,28日盘前机构研报精选：10股有望爆发,证券时报网
2017/3/28,行情进退维谷 融资客变“滑头”,中证报
2017/3/28,中国国际专利申请量全球第三 “中国创造”追赶美国,全景网
2017/3/29,因无法与控股股东同时披露年报 上海中兴宣布停牌,中金在线
2017/3/29,一带一路概念股持续发酵 核心投资逻辑曝光(受益股),金融界
2017/3/29,中兴通讯：今日被美国政府移出“黑名单”,澎湃新闻网
2017/3/29,3月29日早盘两市机构大单抛盘40股(名单),资本证券
2017/3/29,208股获券商买入评级 力盛赛车目标涨幅达504.52%,Wind
2017/3/29,中兴通讯：将被美国移出出口限制名单,Wind
2017/3/29,中兴通讯：将被美国移出出口限制名单,中国证券网
2017/3/29,早间公告：天海防务一季度净利预增近5倍,Wind
2017/3/29,中兴通讯被移出美国出口限制名单,Wind
2017/3/29,中兴通讯：经美国商务部建议，公司将于3月29日被移出实体黑名单,金十数据
2017/3/29,美国将中兴通讯从贸易黑名单中移出,新浪
2017/3/29,美商务部将中兴通讯从贸易黑名单中移出,Wind
2017/3/29,路透：中兴通讯（ZTE）从美国商务部黑名单中被移除,金十数据
2017/3/30,再添一家！ 因无法同步披露年报，司姆泰克宣布停牌,犀牛之星
2017/3/30,“精兵简政”聚焦核心业务 魅族厉兵秣马冲刺IPO,证券时报
2017/3/30,中科院“十三五”部署揭示科技动向 两领域获关注(股),中国证券网
2017/3/31,中兴通讯今日大宗交易成交53.74万股，成交价17.05元折价-0.53%,Wind
2017/3/31,安信证券4月金股组合：经济不悲观，逢低加仓,Wind
2017/3/31,中兴通讯股份有限公司关于重大事项进展公告,Wind
2017/3/31,中兴通讯：3月30日融资余额为32.78亿元，较前一日减少2.41%,Wind
2017/3/31,安信研究|月度金股点兵：四月篇,微信
2017/3/31,安信研究 · 4月金股组合,微信
2017/4/1,独家！一带一路的安全由它保障！海能达PDT代理商交流纪要【国君通信宋嘉吉团队——草根揭秘系列】,吉时通信
2017/4/3,国君通信宋嘉吉团队【继续推龙头！中联通启动光缆集采，光棒供需紧张持续】,吉时通信
2017/4/5,A股头条之上市公司公告精选（4.6）,金融界
2017/4/5,中兴通讯高管变动仍在继续：42岁曾学忠辞任执行副总裁,澎湃新闻网
2017/4/5,上市公司晚间利空公告：沙隆达A2016亏损7449万,金融界
2017/4/5,中兴通讯曾学忠因个人原因请辞执行副总裁,新浪
2017/4/5,中兴通讯(00763)：曾学忠辞任执行副总裁,腾讯网
2017/4/5,中兴通讯执行副总裁曾学忠辞职,Wind
2017/4/5,曾学忠离职 他是中兴通讯史上最年轻的执行副总裁,腾讯网
2017/4/5,腾讯加盟助力特斯拉创新高 催动新能源汽车板块升势,证券日报
2017/4/6,炒股亏损2146万元 兰州黄河去年净利润下降一倍多,证券日报
2017/4/6,[领先大市-A评级]通信行业动态分析：低估值通信龙头 基本面拐点到来,中财网
2017/4/6,中兴通讯发公告称曾学忠已离职 曾任执行副总裁,网易
2017/4/6,美股科技三巨头撑起春季行情 六主线挖掘高科技金矿,中国证券网
2017/4/6,"徕木股份:国内领先精密电子元件企业,汽车业务占比持续提高",新浪
2017/4/6,中兴通讯：4月5日融资余额为30.99亿元，较前一日减少4.45%,Wind
2017/4/6,新通信：铁塔共享率提升有效降低运营商资本开支 运营商、设备商协同推动NB-IOT应用落地 荐5股,中证网
2017/4/6,瑞斯康达：智慧 融合 联接未来——瑞斯康达科技发展股份有限公司首次公开发行A股网上投资者交流会精彩回放,上证报
2017/4/7,四月精选股票组合（第一周）| 海通证券研究所出品,微信
2017/4/7,五大券商下周看好6板块25股,证券之星
2017/4/7,中兴通讯：4月6日融资余额为30.2亿元，较前一日减少2.55%,Wind
2017/4/9,中光防雷2017年第一季度业绩预降30%—60%,中证网
2017/4/10,海通证券荀玉根：市场为中枢抬升的震荡市 建议稳中求进,新浪
2017/4/10,对市场三大分歧的看法——荀玉根投资沙龙发言精要,荀玉根-策略研究
2017/4/10,中兴通讯：4月7日融资余额为28.35亿元，较前一日骤降6.14%,Wind
2017/4/11,这一指标事关企业百年发展大计，却少有人关注,Wind
2017/4/11,169家上市公司去年政府补助超净利润50%,中国证券网
2017/4/11,中兴通讯：4月10日融资余额为25.44亿元，较前一日骤降10.26%,Wind
2017/4/11,上市公司分红怪状：盈利按兵不动 亏损及时派现,第一财经日报
2017/4/11,融资冰火两重天 两融余额小幅回落,中证报
2017/4/11,十大亏损王挤满油服和化肥 石化油服巨亏161亿列榜首,财富动力网
2017/4/12,内资南下已持超4％自由流通盘 哪些股上更有话语权？,智通财经
2017/4/12,盘点港股通第一季表现:南下资金已持有超过4%自由流通盘,凤凰网
2017/4/13,《国企红筹》中兴通讯指同行也违反制裁伊朗禁令，美国议员促调查,经济通
2017/4/13,【浙商 主题&中小盘】中光防雷（300414）16年年报点评：航天国防领域收入增长亮眼，看好17年业绩反转,浙商证券研究所
2017/4/13,中科院研发国产自主5G芯片 率先布局企业有望占得先机,金融界
2017/4/14,四月精选股票组合（第二周）| 海通证券研究所出品,微信
2017/4/14,中兴通讯荣获物联网年度最佳创新企业和年度优秀创新产品双料大,新华网
2017/4/14,中兴微电子去年销售56亿元 切入广电多媒体市场,证券日报
2017/4/16,5G主题迎来密集催化，云计算三年行动计划出炉【申万通信顾海波团队周报】,微信
2017/4/16,国君通信宋嘉吉团队【中移动光纤集采在即，信息基建景气高涨——通信行业动态跟踪】,吉时通信
2017/4/17,中兴通讯一季度营收257.45亿元 净利润同比增长27.8%,腾讯网
2017/4/17,信息科技：首颗高通量卫星成功发射 荐5股,爱建证券
2017/4/17,外媒：中兴在美国智能手机市场稳步发展 前景看好,腾讯网
2017/4/17,中兴通讯第一季度营收257.45亿 拟12.8亿认购基金,新浪
2017/4/17,4月17日晚间重要公告集锦,中国证券网
2017/4/17,中兴通讯：一季度净利增28% 近13亿认购中和秋实基金,e公司
2017/4/17,中兴通讯Q1营收257.45亿 同比增长17.78% 净利润12.14亿 同比增长27.81%,C114
2017/4/17,中兴通讯：一季度净利润同比增长27.81%,金融界
2017/4/17,云计算发展规划发布 未来三年有望保持高速发展,证券时报网
2017/4/17,中国中铁(00390)近期中标26个重大工程 金额达215.21亿元,智通财经
2017/4/17,出海记｜美媒分析中兴在美国智能手机市场前景光明,参考消息
2017/4/18,"中兴通讯:业绩逐步好转,开启“中兴”之路",新浪
2017/4/18,中兴通讯（000063）一季报点评：一季报表现靓丽，研发发酵促“中兴”,国信研究
2017/4/18,"中兴通讯:从研发投入看中兴通讯,潜在价值大",新浪
2017/4/18,17号晚间公告利好个股及操作提示,网易
2017/4/18,郭思治：本月大市之去向仍未明,腾讯网
2017/4/18,中兴通讯一季度净利润增长28%,证券时报网
2017/4/19,程立新将接任中兴终端新掌门 全面负责中兴手机业务,新浪
2017/4/19,4月19日晚公告精选：丽珠集团超45亿转让旧改项目；多公司股东拟增持股份,e公司
2017/4/19,中兴手机半年两换掌门：51岁程立新出任终端事业部总经理,澎湃新闻网
2017/4/19,中兴通讯(00763)筹划2017年A股股权激励计划 4月20日起A股停牌,智通财经
2017/4/19,"中富通:业务稳定拓展,外延布局可期",新浪
2017/4/19,[公告摘要]中兴通讯(00763.HK)A股股份停牌 涉筹划A股股权激励,格隆汇
2017/4/19,中兴通讯：停牌筹划A股股权激励,Wind
2017/4/19,《沪股通》北上全日额度用４．５１亿元，南下港股通用３．９％,经济通
2017/4/19,4月19日上市公司晚间公告速递,新浪
2017/4/19,中兴通讯:2017年一季报点评,新浪
2017/4/19,中兴手机再度换帅 程立新升任新掌门,e公司
2017/4/19,"新通信行业周报:华为强力投入公有云战略,全面云化网络将是架构长期变革方向",新浪
2017/4/19,工信部表示要加快5G研发实验 概念股聚焦,证券之星
2017/4/19,"创意信息2016年年报点评:业绩符合预期,流量经营进展喜人",腾讯网
2017/4/19,"创意信息:外延并购助力业绩成长,精准流量持续推进",新浪
2017/4/19,4月19日早盘两市板块龙虎榜排名(名单),金融界
2017/4/19,4月19日早盘两市机构大单抢筹40股(名单),金融界
2017/4/19,中兴通讯 (00763.HK) 2017年第一季度报告,微信
2017/4/19,227股获券商买入评级，兴森科技目标涨幅达104.38%,Wind
2017/4/19,国家队抄底新标的浮出 今日5股望逆势冲涨停,网易
2017/4/20,【方正通信】中兴通讯：大势己明的全球主设备龙头,TMT行业公众平台
2017/4/20,"中兴通讯公司动态点评:业绩稳健增长,盈利能力增强",正点财经
2017/4/20,雄安概念迎来调整周期 三大主题或将受益,证券时报网
2017/4/20,"高新兴:利润翻倍增长,布局物联网重点业务",新浪
2017/4/20,20日晚间研报精选10股值得关注,长江证券
2017/4/20,券商评级:沪指震荡终结四连阴 9股受关注,证券之星
2017/4/20,"高新兴:利润翻倍增长,布局物联网重点业务",腾讯网
2017/4/20,"中兴通讯公司动态点评:业绩稳健增长,盈利能力增强",新浪
2017/4/20,苹果回应微信关闭赞赏通知：所有开发者规则一致；性能怪兽小米6正式发布；百度发布阿波罗计划... | 黑马早报,I黑马
2017/4/20,"中兴通讯:—研发占比创新高,看好终端业务",新浪
2017/4/20,今天盘前股市资讯一览（04.20）,网易
2017/4/20,174股获券商买入评级，保利地产目标涨幅达93.15%,Wind
2017/4/20,安信研究|晨会在线20170420,微信
2017/4/20,科技早报 – iPhone下半年销量或超过1亿部、Facebook发布用大脑直接“打字”黑科技 – 20170420,搜狐
2017/4/20,20日盘前研报精选：10股有望爆发,证券时报网
2017/4/20,【中兴通讯*徐力团队】一季度表现抢眼，多业务线研发储备雄厚提升未来盈利潜力,东吴研究所
2017/4/21,21日晚间研报精选 10股值得关注,证券时报
2017/4/21,星源材质聘肖艳丽为证代 曾任供职长盈精密和中兴通讯,和讯
2017/4/21,"中兴通讯:一季度业绩增长亮眼,关注治理改善带来的长期变革",新浪
2017/4/21,四月精选股票组合（第三周）| 海通证券研究所出品,微信
2017/4/21,[看好评级]2017通信行业一季报前瞻：光通信景气持续 关注物联网及网络安全发展机遇,中财网
2017/4/21,"创意信息:外延带来跨越式发展,流量经营加速扩张",新浪
2017/4/21,社保基金一季度新进12家公司 化工医药行业平分秋色,上证报
2017/4/22,社保基金最新动向浮出水面 偏爱“吃药”喜欢抱团,投资快报
2017/4/23,【中信建投 通信】未来5年持续欧美光纤反倾销，中国联通开通首个5G商用试点,建投通信研究
2017/4/23,首份5G相关国际标准发布，物联网规模商用加速【申万通信顾海波团队周报】,微信
2017/4/24,中兴通讯拟实施第三次股权激励计划 覆盖超2000名核心骨干员工,和讯
2017/4/24,4月24日晚间公告精选：京东方获社保基金增持 龙蟒佰利再次上调钛白粉售价,e公司
